https://www.faz.net/aktuell/wirtschaft/piraterie-wenn-die-granate-in-die-bordwand-donnert-1278369.html	Schotten dichtmachen	literally	Dabei greifen im Fall eines - meist nächtlichen - Angriffs folgende Schutzmechanismen : das ganze Schiff mit Flutlichtern hell erleuchten , Signalhorn unter Volldampf , <b>alle</b> <b>Schotten</b> <b>dicht</b> <b>machen</b> , Geschwindigkeit erhöhen . Immer aggressiver auf Beutefang
https://roadcycling.de/ratgeber/fahrtechnik/fahrtechnik-anstiege-klettern-tipps	Gang hochschalten	literally	Falls man während eines Anstiegs doch einmal aus dem Sattel muss , um etwa einen besonders steilen Abschnitt zu überwinden , sollte man darauf achten , den Druck auf die Pedale stets beizubehalten . Das erreicht man , indem man falls nötig <b>einen</b> <b>Gang</b> <b>hochschaltet</b> .
https://www.stuttgarter-zeitung.de/inhalt.weltfrauentag-die-erste-geige-im-orchester.be9a1424-b813-4256-b355-8fabe76e76b0.html?reduced=true	erste Geige spielen	literally	„ Wenn Nina groß ist , spielt sie Geige “ , habe sie als Zweijährige über sich selbst gesagt . Heute ist sie 48 Jahre alt und <b>spielt</b> <b>erste</b> <b>Geige</b> im Staatsorchester Stuttgart . Sie ist im Orchestergraben unmittelbar dabei , wenn auf der Opernbühne Papageno ( „ Zauberflöte “ von Wolfgang Amadeus Mozart ) oder Agathe ( „ Freischütz “ von Carl Maria von Weber ) ihre Arien schmettern .
https://www.zm-online.de/archiv/2013/19/gesellschaft/endlich-mal-einen-zahn-ziehen/	Zahn ziehen	literally	In Gesprächen mit Zahnmedizinstudenten auf Tagungen des bundesweit agierenden Netzwerks SMD und bei den Fachtagungen der Zahn- , Mund- und Kieferheilkunde der Akademiker SMD ( www.zmk.org ) vor etwa zehn Jahren bemängelten diese , dass es an den Universitäten wenig Möglichkeiten gebe , praktische Erfahrungen im Bereich der Chirurgie zu sammeln . Viele hätten während des Studiums kaum <b>einen</b> <b>Zahn</b> <b>gezogen</b> . Dies inspirierte uns – einen erfahrenen Tropenmediziner und mich – , darüber nach- zudenken , Studenten an den medizinisch-zahnmedizinischen Einsätzen in Mexiko , die wir seit 1974 in eigener Regie unter den Totonac-Indianern in Mexiko durchführen , zu beteiligen .
https://www.energate-messenger.de/news/153039/regierung-will-kabel-unter-die-erde-bringen	unter Erde bringen	literally	Berlin ( e21.info ) - Die Bundesregierung will mehr Stromautobahnen <b>unter</b> <b>die</b> <b>Erde</b> <b>bringen</b> . Dazu hat das Bundeskabinett jetzt gesetzliche Änderungen beim Energieleitungsbau beschlossen .
https://www.focus.de/panorama/welt/panorama-weihnachten-edeka-wirbt-mit-weihnachtsbraten-und-versetzt-so-veganer-in-rage_id_10092684.html	Braten in Röhre haben	literally	Viele Veganer empfanden das Foto als Unverschämtheit und ätzten gegen den Konzern . “ Weihnachten ist , wenn sich alle freuen , dass Oma <b>einen</b> <b>Braten</b> <b>in</b> <b>der</b> <b>Röhre</b> <b>hat</b> ” : So charakterisiert offensichtlich Edeka das Weihnachtsfest .
https://www.larissaschwarz.de/geschriebenes/kurzes/warum-es-sich-lohnt-mit-zitronen-zu-handeln-ode-au-merlot/	mit Zitronen handeln	literally	In meinem Korb kullern die Zitronen herum , einer der Bio-Aufkleber löst sich und findet am Ingwer Halt . Ein unzulänglicher Ausspruch ; wenn niemand <b>mit</b> <b>Zitronen</b> <b>handeln</b> <b>würde</b> , wären sie umso weniger erschwinglich . Es würde in Beschaffungskriminalität ausarten .
https://www.t-online.de/leben/mode-beauty/id_82796436/dresscode-im-buero-aermel-besser-nicht-hochkrempeln.html	Ärmel hochkrempeln	literally	Doch die große Geste ist im normalen Arbeitsalltag , gerade im Büro , nicht nötig . Hier wird <b>der</b> <b>Ärmel</b> <b>hochgekrempelt</b> , wenn es warm ist oder weil viele sich damit einfach wohler fühlen . Doch : Was sagt der Dresscode dazu ?
https://polizeiticker.ch/artikel/tierqualer-brechen-2-katzen-das-ruckgrat-121865	Rückgrat brechen	literally	Am Sonntag den 09.09.2018 , fand eine Tierhalterin ihre Katze `` Mikki '' vor Schmerzen stöhnend auf der Wiese liegend neben ihrem Haus . Die Hinterbeine des Tieres waren auf unnatürliche Weise verdreht , was darauf hindeutete das jemand dem Tier <b>das</b> <b>Rückgrat</b> <b>brach</b> . Doch die Katze war nicht das einzige Opfer , einige Zeit zuvor fand man einen Kater der Tierfreundin , im ähnlichen Zustand auf dem Nachbargelände .
https://www.badische-zeitung.de/grenzach-wyhlen-zunftspieler-giessen-oel-ins-feuer--160359147.html	Öl in Feuer gießen	literally	Wenn sich des Nachts bei Vollmond Fasnächtler an einem mystisch anmutenden Ort um ein Lagerfeuer gesellen und <b>Öl</b> <b>in</b> <b>das</b> <b>selbige</b> <b>gießen</b> , dann muss die Narren schon etwas ganz Besonderes umtreiben . So geschehen in der Nacht auf Freitag , als sich Wyhlener Zunftspieler zu einem geheimen `` Konvent '' trafen , um sich über die Sorgen und Nöte der Menschen sowie große und kleine Probleme ...
https://www.tierwelt.ch/news/unterhaltung/mythen-ueber-tiere-was-stimmt-wirklich	Kopf in Sand stecken	literally	Wahrheit oder Legende Wir alle haben schon gehört , dass Kamele Wasser im Höcker speichern , Strausse <b>den</b> <b>Kopf</b> <b>in</b> <b>den</b> <b>Sand</b> <b>stecken</b> und Kühe auf die Farbe Rot reagieren . Doch was steckt wirklich hinter diesen weitverbreiteten Mythen ?
https://www.praktischarzt.de/behandlung/faeden-ziehen/	Fäden ziehen	literally	Je geringer die Belastung der Wundnaht , umso schneller kann demgemäß die Entfernung erfolgen . So kann man <b>Fäden</b> kleinerer Verletzungen bereits nach vier Tagen <b>ziehen</b> . Die anschließende Grafik zeigt auf , wann das Entfernen der Wundnaht bei problemlosen Heilungsverlauf stattfinden kann .
https://www.badische-zeitung.de/nicht-alle-fische-koennen-die-fischtreppe-am-hammerwehr-in-schopfheim-nutzen--201169348.html	gegen Strom schwimmen	literally	Ein Umbau für 1,1 Millionen Euro soll Abhilfe schaffen . <b>Gegen</b> <b>den</b> <b>Strom</b> <b>schwimmen</b> – das schaffen manche Fische und Kleinlebewesen auch bei weniger Wasser am Hammerwehr nicht . Die Fischtreppe ist zu steil .
https://www.pnp.de/lokales/stadt-und-landkreis-passau/passau-land/3075263_Kuh-buext-aus-und-faellt-in-Swimmingpool.html	Kopf über Wasser halten	literally	`` Eine Kuh in meinem Pool '' , sagte der Besitzer des Pools , als er die Feuerwehr alarmierte . Glücklicherweise war der Wasserpegel so niedrig , dass `` Elfriede '' ihren <b>Kopf</b> <b>über</b> <b>Wasser</b> <b>halten</b> konnte . Die Feuerwehr pumpte das Wasser aus dem Pool und hob die Kuh mit Gurten und einem Traktor aus dem Becken .
